#auto generated file!
60.0;4
66.0;4
72.0;4
78.0;4
84.0;4
90.0;4
96.0;4
102.0;4
108.0;4
114.0;4
120.0;4
126.0;4
132.0;4
138.0;4
144.0;4
150.0;4
156.0;4
162.0;4
168.0;4
174.0;4
180.0;4
186.0;4
192.0;4
198.0;4
204.0;4
210.0;4
216.0;4
222.0;4
228.0;4
234.0;4
240.0;4
246.0;4
252.0;4
258.0;4
264.0;4
270.0;4
276.0;4
282.0;4
288.0;4
294.0;4
300.0;4
306.0;4
312.0;4
318.0;4
324.0;4
330.0;4
336.0;4
342.0;4
348.0;4
354.0;4
360.0;4
366.0;4
372.0;4
378.0;4
384.0;4
390.0;4
396.0;4
402.0;4
408.0;4
414.0;4
420.0;4
426.0;4
432.0;4
438.0;4
444.0;4
450.0;4
456.0;4
462.0;4
468.0;4
474.0;4
480.0;4
486.0;4
492.0;4
498.0;4
504.0;4
510.0;4
516.0;4
522.0;4
528.0;4
534.0;4
540.0;4
546.0;4
552.0;4
558.0;4
564.0;4
570.0;4
576.0;4
582.0;4
588.0;4
594.0;4
600.0;4
606.0;4
612.0;4
618.0;4
624.0;4
630.0;4
636.0;4
642.0;4
648.0;4
654.0;4
660.0;4
666.0;4
672.0;4
678.0;4
684.0;4
690.0;4
696.0;4
702.0;4
708.0;4
714.0;4
720.0;4
726.0;4
732.0;4
738.0;4
744.0;4
750.0;4
756.0;4
762.0;4
768.0;4
774.0;4
780.0;4
786.0;4
792.0;4
798.0;4
804.0;4
810.0;4
816.0;4
822.0;4
828.0;4
834.0;4
840.0;4
846.0;4
852.0;4
858.0;4
864.0;4
870.0;4
876.0;4
882.0;4
888.0;4
894.0;4
900.0;4
906.0;4
912.0;4
918.0;4
924.0;4
930.0;4
936.0;4
942.0;4
948.0;4
954.0;4
960.0;4
966.0;4
972.0;4
978.0;4
984.0;4
990.0;4
996.0;4
1002.0;4
1008.0;4
1014.0;4
1020.0;4
1026.0;4
1032.0;4
1038.0;4
1044.0;4
1050.0;4
1056.0;4
1062.0;4
1068.0;4
1074.0;4
1080.0;4
1086.0;4
1092.0;4
1098.0;4
1104.0;4
1110.0;4
1116.0;4
1122.0;4
1128.0;4
1134.0;4
1140.0;4
1146.0;4
1152.0;4
1158.0;4
1164.0;4
1170.0;4
1176.0;4
1182.0;4
1188.0;4
1194.0;4
1200.0;4
1206.0;4
1212.0;4
1218.0;4
1224.0;4
1230.0;4
1236.0;4
1242.0;4
1248.0;4
1254.0;4
1260.0;4
1266.0;4
1272.0;4
